record_id,item_id,dataset,source_row,group_id,scheme,mapping,label,split,statement_sha256
33c1cb05161801d0d7cf,ff5d4594fb1aa22e766e60ac,neg_cities,409,Warri,primary,standard,1,train,884fe45360f1237fcd62896a31c92ca30d4adeee607146a01db8665ef1b48d9e
713890de080b7bad1f30,853e733f5252cb1887580478,neg_cities,410,Peshawar,primary,reversed,0,train,b85cbf92c912f2a98e6617433ae0676f82b769cb3a72a9c5ec26b4ab4a762753
d04575e859daefd093e4,f416e114d4ec459ad545d356,neg_cities,411,Peshawar,primary,reversed,1,train,43642dbb881eaea255c274c1f3b6b8fdf392b9d483b2a6baec9dab762c775cb4
aecdf546dff47e5bfe69,3fbf79a262cfcbb653d1675c,neg_cities,412,Kagoshima,primary,reversed,0,train,416c1ca49f57eff039430366871b9f6d099ca71148c55122a19bc427f7f1762f
fa05877bf1c9d774e16f,80f1f2d2e224d6e7356eb1e2,neg_cities,413,Kagoshima,primary,reversed,1,train,4a4377a76b088eb637e086fca2217ecfbf3885e15da75c955fe2986ecfba1300
3313fb7bad8758681145,c7fd5aeed4c2e442f7a9819e,neg_cities,414,Hamamatsu,primary,standard,0,train,f0a0f9027f7a0e1ad11604207e4b5dba10ef8f99a547e74458bff8ee6db9ee78
c387850b4f2563d5b0d4,9dc6c68d449b8f9a0f995653,neg_cities,415,Hamamatsu,primary,standard,1,train,a1ae72a3f22163c4ef05dec29cf25db8a10fc09bca964a45b42cd1fc654888f7
4853b55c6e4fdb251678,ec7f6e6619c4b38907d7443f,neg_cities,416,Cheongju-si,primary,reversed,0,train,b6158479450ecd657c9ad14a820cf9c1dd0809d53de8fdcfd195c6c60bb0151f
ff59ef2513aca17eaf80,b331076f985f96b285b3c9bc,neg_cities,417,Cheongju-si,primary,reversed,1,train,85756ad76be72c8c3197fac8af72c8806ee91975563315f004bfe2029f5ef9e5
ccfc169aaf78d65a7f1c,55ec92b08eba7e6c84405bd1,neg_cities,418,Ghaziabad,primary,reversed,0,train,fd81dc7d17c2dec77d773f11139d6e3621c2b462e708e244e3b004375145eff1
11a815a248c5057cdfc8,024ff93c3c258131f40e91b9,neg_cities,419,Ghaziabad,primary,reversed,1,train,55852aa5dd8d666d8fe9c7679d75f5a437f354a3384aac8923c880f5d4ced49c
82c9b86f8e0a546065b2,c4ec1283922653c6ab7ed2dd,neg_cities,420,Cochin,primary,reversed,0,train,17ee6757f6a992849c12c6a2898cc87fa8c7f37262ddc63a8a747ab6e9d2f308
e0a8c9c89136958aadb0,c27c13614fece9ad861ca2f3,neg_cities,421,Cochin,primary,standard,1,train,6f912ece555b90c22de999cc5a847c3ebde35f200f1e443970cc4ddd6217c72d
d63ebf5c398be35e64a5,6566b3481956a266c7195011,neg_cities,422,Ahmedabad,primary,standard,0,dev,67d2f1a630f0e7654222ec5a5ea3637c9b6349b3ab02cd8dcf57c1535469e271
3712acab38f736e597eb,91d6ace391df9a7c4d5e0ee9,neg_cities,423,Ahmedabad,primary,standard,1,dev,b0b38d289ad2bccd4413d8443acb82973bd288dbfd774d4f0868c478a0773dfc
ee1456a3e30beb69b757,abb93c4ce3bc7d3259a16310,neg_cities,424,Sulaymaniyah,primary,reversed,0,train,405fabad6a5cf420c687cf2a67270e1bbe37be46639a747f72b7079bf84c96ab
6d15e76b1e097ae80e46,169944c22f2bb3fcc5efcba1,neg_cities,425,Sulaymaniyah,primary,standard,1,train,63941f46f787aa87c64763125c84692b6f4ebf6cac41000cbb013cae8ff2df9c
865d1c7257d2d93a29a6,1b32117172546bb7ee8f9399,neg_cities,426,Hamadan,primary,standard,0,dev,b372e8e2bae1eac85f1f59ab50c713aa47e7e754b33e2d58da49715da8019751
8044a79a8946add93bb7,6cf95565ab0417f1c3035fc3,neg_cities,427,Hamadan,primary,reversed,1,dev,7c4fbbbf401fafd37751534360fff0f1020166b9cd5ce255d90e0a97d1826a85
12281afc224ca5cfb9f7,3826c1135e24e621078ea8a6,neg_cities,428,Omsk,primary,reversed,0,train,6e113dd1e82a3a904a5ed27a5f38a16189c0934a00bc3037a8aab7fb13760eea
8abea318cd589fb45043,4db14175ca0cdab6a92b39e0,neg_cities,429,Omsk,primary,standard,1,train,f7b6f1ffd34f19f10a4a976b1a4c89f83dee0b9c00e8648da4c7e261ea9c5848
a8159c7eafbe963e9bbe,fc9882d3c53d1fe21df89ee6,neg_cities,430,Ta'if,primary,reversed,0,train,c30e751d67e5cb12812d6a998a9ff920c009a70d2a2a4359d43634c64ef9b4eb
d6d3a156eb636cf4382b,4b0cda827af1231e21e76abd,neg_cities,431,Ta'if,primary,reversed,1,train,b3d907278a7778941af2417b0a77a2ca17cae850598afb1798c99655b7126ea5
41ae227b4afc7c9d5b71,e88237ec73ee0da1ff7e2b55,neg_cities,432,Stockholm,primary,standard,0,train,67d8e8070b2c41168de9eda4a75b9d584d8692fdd34492b0c534cb33553822aa
0820b2514ad9fa9652ba,c2fd8e44446f2d63fc644bee,neg_cities,433,Stockholm,primary,reversed,1,train,721afb920e9d7072a5ecc9c8ef81dabf302aa48b4779a4a87b1beffa185f28f1
f8c72e1d1bec0aef5293,36586819294fb00703163f67,neg_cities,434,Siliguri,primary,reversed,0,train,f6305d442d24dfc4ade7fb60e5484c3785f46e9f74d3fd28eebf7a57b1bd896a
11319b55198cdb1f261a,0efae03f33e0bbb19641bb94,neg_cities,435,Siliguri,primary,standard,1,train,d496ed24097feca1ba6260029b77d0f3ba936c7b77c954b502bd0b58349dc833
401a9f6d53b448bb3e52,d3633395849bcf856fe35f39,neg_cities,436,Baghdad,primary,standard,0,train,6364d5e3b03c348f1ddaca0b9b6418fc0778ea5550f9c7fad434a1cc454cceb3
8a1294642ddaaa3577f7,3dbadcc4a4c1df63d2277ae8,neg_cities,437,Baghdad,primary,standard,1,train,cfcf580e0566a643b8d6d3f2cb40c81e4495be76b9599b68304ead676c2dd2ac
47e8d71821946501952f,0ef68ec41b9f65e574e71df8,neg_cities,438,Al Basrah al Qadimah,primary,reversed,0,test,035b60a60d6e14e85ff2be2cf88c0992ecb78d06aeeb571a040767b35c2797fb
b1e30ac0cb702cc5797a,0b05e05be979641e4bdc31ce,neg_cities,439,Al Basrah al Qadimah,primary,reversed,1,test,e505c2241c85d2fc727dc1357be7aa077403374ce0c37b9bd3eb811e860fc63e
6e7acf0444a97a348895,f5f3851e171b927cfd3eb7dc,neg_cities,440,Krakow,primary,reversed,0,test,34317a1087c07509cff4f4bb457d6d9d64033fe61b08da8b2ba8f28925e7fd82
746fbb980f2174858b2c,bfb999a3b7c22f9c40ef3b23,neg_cities,441,Krakow,primary,standard,1,test,d7a51e5691c264eec87325917d8a60e081b96ca269a3eaee42505e5163031b46
2797b3c80b94a86939d0,928a04eb5ad0801f72006651,neg_cities,442,Tolyatti,primary,reversed,0,train,6d17eb79e94f741a579a66976e0b354e633edef876657cfd7f6e1d4d5d87b551
6e4437e647a4330d107a,f04f21adbae27b3b2dedcf51,neg_cities,443,Tolyatti,primary,standard,1,train,c300741cc8f4d3600c2e237f059be284fcb1f9b01c0a692dffe3687f1673a5c2
6cfdb61ae69e6bad1c5b,dd121f53e2c971bcfa00862a,neg_cities,444,Bandar Lampung,primary,standard,0,train,3ae6f73f4b92bfdfb42be513fffa85061ac1d1f513f1eef91980e24949d11eea
ad7b913550c681b5c3a9,df52cff487312013cf7c54f8,neg_cities,445,Bandar Lampung,primary,reversed,1,train,15ca6642fcaf4650b9f3916bbc8a737ee6fbdf274bf875dacc9e0d727ffdefec
5213c20905b0ff9afeee,630a4314c44adbe98cc162e8,neg_cities,446,Tucson,primary,reversed,0,train,4709c04f5e4207ee6b44782963c9df45ff0cd58cd72bb11c9d746e6e1a7d728f
eb19fee1ff191c9ed1e9,756cb6f3b0ac1e2c5fed592b,neg_cities,447,Tucson,primary,reversed,1,train,be516f975d63eedf3c510d3ceb5aeb11ab9e49e0cdf00f0cb7da5c7471f35c40
15c2696e7d8990964ced,7e76f556bf60a2adfd809388,neg_cities,448,Can Tho,primary,standard,0,train,3849fe52a7a7113c04e1392e8efe26291c83980e2df57596a0a94ff91ec3392a
ecaf46c332ce8b553057,025d8a60061970dedeaf21e1,neg_cities,449,Can Tho,primary,reversed,1,train,0d620d1117e9cbf3fca0a5beba59b4f6a01841acbe039c13dd904aff328eb243
fdad36f5fffeb2fdd77f,0a1943f5e3ef2a1a34cf7b87,neg_cities,450,Bouake,primary,standard,0,train,9d60b508a8f362ba603661ba0e3dded3393b6cf556a65870652f29e429dd109b
eb050158e5fb656c189d,d05b351f0b7f69bd2eeb8d3a,neg_cities,451,Bouake,primary,standard,1,train,d7bb00bf01c4689a47c90b89a74436e3b8f5662c2e27a86a4d02a81535a34232
2e26ff173a1417e7127c,2c7dca57ffb93bb181a51875,neg_cities,452,Abobo,primary,standard,0,dev,b68153b0bb5dbeb8c8e1433701b387f89cdb606a7ee81dc53fcb02151cd6b3b0
0d8a6c73959ac0fcc516,47f310965c9d402d59d2eea4,neg_cities,453,Abobo,primary,reversed,1,dev,f425519d2221c36f5585cd45deb97c58d1b8c1b0a9f05ad377a748c49a8c7f91
22883e32cb35a73caebf,d9438f7ce45787bcae3d3eaf,neg_cities,454,Shihezi,primary,reversed,0,train,90dd9b1a7b7aac807c2e8aa302a49c5351647b13da26f051bf687baf571e89c4
5614cff1c5d775f7ecde,af1f7621446ccdff1fe0b15e,neg_cities,455,Shihezi,primary,standard,1,train,df43305101be8f87a010b9a8c76f67bcd057695fc39ccd19942149de98cd01b1
3f68e6e6dcb9dd7fadb7,4043b6e53f6d1252c6231e4d,neg_cities,456,Yunfu,primary,reversed,0,train,a136ef0e7d7dceec3bd02893782a069f502d173d5bc44f0c6c8defc8d3c51999
c4127b6df0ea7e9f782e,9ac2d157a38065aee27ac178,neg_cities,457,Yunfu,primary,standard,1,train,a106eb58647cdeb19ebad932992f0b637baae9b8a74cc8713564b03017d84b08
9136260027bcbdd7936d,771f89ecc087897691da4f9e,neg_cities,458,Xiangtan,primary,reversed,0,train,018bebd56aa695ad7a706dc92b22ef098b824a97a00b5b14ff2d4b4a4ce3990a
47628cb0abd5b1e43474,363a7746f8c28c80c90a8f00,neg_cities,459,Xiangtan,primary,reversed,1,train,eaff65bfa30ffc49ae56e13ab2ded16800b9dbe7e2fdf7f3abafd92fadfcc43e
c5d797707b38863afa66,6734cd2db9c9224583d81728,neg_cities,460,Qionghai,primary,standard,0,train,7a540c73a91397b7d50a822d5b017e512236c65bae416eca0522edc502f58b42
464820a0ba1461338504,bc6892cecfb43e8d2a76a9d0,neg_cities,461,Qionghai,primary,reversed,1,train,847c2d2653e400a1039e47d08902ad438cf0b474141e9f81adc90716f680a479
92deb24255e09908d23a,6ee5608435e2ccc4a4ab85c4,neg_cities,462,Chuzhou,primary,standard,0,test,018ab5a7fa6b9a859cf94fcb275c2244b01523ab4b63456f83f944c82ae06dc4
47fa11f10f5cfcefdf72,135709c64c4dd74f18f64241,neg_cities,463,Chuzhou,primary,standard,1,test,87930f77819d2911a82896e562a696eec0e6a54f1202df2bd2f706663ca28ede
589977f6ce1c8c33b190,af0a045642259ccccad83397,neg_cities,464,Taiz,primary,reversed,0,test,8130e88c09aace87dba62c466fae352a9568250d28f423ee67faa824c185a45d
0c4334a652a52c9fc28d,419be55a0d41654066edda85,neg_cities,465,Taiz,primary,standard,1,test,5efd9681afcbe5eee1c70a2d807d917e3308eae4ce851ae0b950b8cde11ea7f4
b94a134e2251b0adfcd5,3adb14021dd93cc403dc8ae6,neg_cities,466,Tembisa,primary,standard,0,train,e5d2c2a245d96e0b127016e678165b92fa83a274da0e210d4a10994f858077be
e40c72cd7856d0275712,aa5af827a5e838fafa19b4de,neg_cities,467,Tembisa,primary,standard,1,train,39330cbf92fd4852516f4d28acf456a23e473e747067427065e20caacf2f2057
cf8139df52ef37fd76bf,644cf4557e528dad90529e75,neg_cities,468,Puente Alto,primary,reversed,0,train,350389018e7afbb64e58e796077827ffcad03122806fed101d33121006cc5669
81a473e1d10a8ffd728e,1b2cdf2f3b2ae8bd11691359,neg_cities,469,Puente Alto,primary,reversed,1,train,a0615459a0f426e6800fb94a2c6aa75d9b1ff102a19db277db7eeb84922ff09f
92dfc204d82b3f743ce0,07c284152f67d379112f438d,neg_cities,470,Zhumadian,primary,standard,0,dev,1f9ee8544f5107f70e4112bf18465a9fa528569bd49e2568f6d15e9a5508cd91
6bdbcbb1ca935368722b,0d4ab75a312ea14fd6289b66,neg_cities,471,Zhumadian,primary,reversed,1,dev,0647efc0e7a90924ab2e5298070b185bc018b9d565e70072cee866dba503bb66
99c16c22d107cc5285ed,a27f03734ee7ec254684c3a0,neg_cities,472,Zhengzhou,primary,standard,0,train,48f61701808b89d4a101e52101b44ddff134c28ec7f9b88885eab02289aa2b21
0cebf93d1f5a92d32f02,b8d55f9118c9d925842193e0,neg_cities,473,Zhengzhou,primary,reversed,1,train,fd9b5edd6fe8c56eb92dfae98a72f8813e2a7f53d15b0bb3e02ad19d92411ccf
4bc3c109d6e47d83d6fa,e5e4a9b37b6b6a3746ace8fc,neg_cities,474,Ya'an,primary,standard,0,train,6730f9875f04de09aba16f86206a5a3f2a26cdb569baf661821454466d79341a
a8725546dab241c16b60,4cea1e51c419e775631bb888,neg_cities,475,Ya'an,primary,standard,1,train,89aba10c21b69e948b175c098477dddc02ca4167a797ea5383005fd93815b0fc
c09c1b0088dd1a7d1010,9b73ad4e1d7feded9af83cd8,neg_cities,476,Xianyang,primary,reversed,0,train,4a38805e8b86d265c85c91d9e7259a3376126860f73e20b3813eb870f205f6f7
85a41e08d345b26f2ce7,1cbe0d75054848b2d87a5557,neg_cities,477,Xianyang,primary,reversed,1,train,a787b7a102fdc815ffb4dcae2282a783f774da6b2652410c4cb54984ebde3fd0
0fbf6aff74da1edd6106,72cb157de459e372f309de2d,neg_cities,478,Weihai,primary,standard,0,train,a7506590c17d1676711cc9d19182423f03f8e41b717bdb7405e28878ff051c5f
f3ec2e267f9f3b2374b3,0134c267b1fca7cd8df804a4,neg_cities,479,Weihai,primary,standard,1,train,c4f4b8211f610f996691393646224b6d7749cb8099aa676089b18fbff7600d76
411b6f5b2e8ee5a77581,be95e9fb1ec3dca6c15cdfdc,neg_cities,480,Pingdingshan,primary,standard,0,test,a71d9487f58230b18dd4eb15a39be2f2b4ac0a15476a7c9412c4b8f4a143e1a3
23bc104e74cd4f4552df,ed6fb1b95523fd22fceafa03,neg_cities,481,Pingdingshan,primary,reversed,1,test,61af1e7bbc551850f943ecbe0d8fe5bc5038fbe47685655f32b6b550e2cf93eb
0aead283541006db748a,df9875eb3432c2beaccb8a19,neg_cities,482,Bengbu,primary,standard,0,test,45d2055eb1421cd94425f6377ffde546265ee107359bf02d21ce76a7e23e07f9
24d5c921a62b39a8243f,b0c27761b56fdd5949e42ec9,neg_cities,483,Bengbu,primary,standard,1,test,6139cbc00beb47d6eb4287e8d055c02917e6c4f396da4d23bb3f7635d89b9d32
dcd6b0da1afc126a4ac3,93dab518a8a36678044b5287,neg_cities,484,Zhangjiakou,primary,standard,0,dev,7658ee9d49c8db0548a8663ee247d47a7180a7c12c9f33fd6e0797d23a3121e1
c3b893f3baea8d0a1249,013d60bb03cc546dba1a6a18,neg_cities,485,Zhangjiakou,primary,reversed,1,dev,1c2d37dbb0f68a180c143ecade6662b109504218045dfe97f78d49d4534b9367
7c90802851e43edc65dc,de6a1331e59c7eb9848ce36b,neg_cities,486,Mississauga,primary,standard,0,dev,6961de26e3ea329a62ca27a3404af560ec8712f41e0886e091ae195832fda49b
8606747a3b93dd26f013,cd0abc4e90143b7d0f3c651d,neg_cities,487,Mississauga,primary,reversed,1,dev,b018f076c184473e3b4450617b3e60b6371353fd8007fbe0492e60b0d51f0c0c
84edc0f0eab10e564257,19946a032508ed0e41736f5b,neg_cities,488,Yerevan,primary,standard,0,dev,4169952d7005b00e69b3d9839d69ebb461a67c685da7dffa6c74196d7414ba73
fed444775f18256faca9,895252eb2d6247c1d6ee4566,neg_cities,489,Yerevan,primary,standard,1,dev,ccdfc32e64fbdf2042df385f9280c392adc19fe925d68cf5cf8bb79175992c39
a8cab25b8ba736deb41d,8d716a892b04bafbde5dcb5e,neg_cities,490,Albuquerque,primary,standard,0,dev,30a2b278643291a2c813f2eb47e647d25b2576c9a8220c10454a23d7a3416363
c9d6504ef12993e9be0b,1b28874feaf5eb3bd4a844ac,neg_cities,491,Albuquerque,primary,standard,1,dev,9659d57e9ca12b284d256aeac6eefca7de61ead3be592944e519b9b88fbcaadf
2c67022394319ae0d9c7,9c09bf34b65da77e1f61cae1,neg_cities,492,New South Memphis,primary,standard,0,test,4c7516b766ba74b53c00d04dfd5158fc8e5e3b6f020f62bcc39fd94052e2708c
0d47cb471bbe4ce43a3b,5493bd620ea4066255c874b9,neg_cities,493,New South Memphis,primary,standard,1,test,425d53c843041153a0f432f4ee39f88858e499aed3d090816822326ef4467ece
7b7c64f2f47eab7e4f85,a3333a25821c614c35529c40,neg_cities,494,Calgary,primary,reversed,0,train,bafef977bd51730bdd7740be22ed9166d03620f432c87cdbdf6819ba12e8467b
cbe9cecf15b7e7e7a3d9,8b4eb59981d7bcde1fad7960,neg_cities,495,Calgary,primary,standard,1,train,b9cfd6e3f0bd05f57cbb202d81c863f398cb798fef4593dd7d2abb25864af447
f0ebd6d3e27db581b92a,471028d6b2b6028874d5d8e2,neg_cities,496,Kisangani,primary,standard,0,train,bd9fa8e084ffab0f288cfe0091fd306e63c21997901d6569da07a3c1859f0e6b
7fdb136d1dc1e36413a9,df7b700c8dadb5753c5719f2,neg_cities,497,Kisangani,primary,standard,1,train,a10e5bf3bbdd879fcfc472cd171a3efb69af403aa66cb637cde63eaf3e6db408
dae93bc5db1bbfffb5b6,e603c63b0e59e7ccfe19d157,neg_cities,498,Bobo-Dioulasso,primary,standard,0,train,397f2857666e9195e22effd976d100c94569cdf1340808ca5cdfb3bb9a509784
74123b6903d6d0e55f32,a47d424da7caefb3a356e7bb,neg_cities,499,Bobo-Dioulasso,primary,reversed,1,train,b2414f8b62b9a26b8fe695b057f0f98c21284f7e82ba3c7c87f12d557fb04c99
0b66fda5e3276eff39b4,a0cfbfae582e9f6ae5e55d24,neg_cities,500,Sao Jose dos Campos,primary,standard,0,dev,e03580496e5d15a84bf7fae739d81380f08e817ba2dba5ac787e39bbdf0edb31
e93037123d443a9e8e65,699a3e2db676168b8dc9f525,neg_cities,501,Sao Jose dos Campos,primary,reversed,1,dev,5ce759bf7fecb4c8cbbe9d90b92c6b92072ebc66f5dd79e78c9e513c27019335
f1d75165573c874142b3,df10d1c3649cd30f8e22ffed,neg_cities,502,Florianopolis,primary,reversed,0,dev,194f6c43195c9e82b1e7050b05626ef012e1b0cc9ff26d9bb01976ee0b7310a5
325965c37f1da7223c1e,25e494434131f83d82286e3e,neg_cities,503,Florianopolis,primary,reversed,1,dev,731439ec544908d0903a396b1486efa22edbe57e1da0541fc748d341988778f8
09147b91ed402c2a6824,e6f6c60ae19ae6e670e97259,neg_cities,504,Cuiaba,primary,standard,0,test,bb2a4f004dc120b42e65feffd933876148c684b28d3ca41c9eeb127d0c6e7e54
070d8834f702f12eb4e8,8cb8bcbd9c9fc75a19f1f8c4,neg_cities,505,Cuiaba,primary,standard,1,test,07cf00d792bd9ee66aa3f44d118ed7ad04218976c8ac8784eb3ce3652a5e2226
ada8093c4a435a817025,a31216dad71eb66e9f899bb1,neg_cities,506,Chattogram,primary,standard,0,dev,1f0421c98b3ab0c46eac8d8f022e0d48daf3aaf5629c6bdc7d4d709df1158441
5d6977b2a8bccacf66df,8c0d862e429228ac4729c930,neg_cities,507,Chattogram,primary,standard,1,dev,dce31f1b59d46bd47307efaba3cc02b23e6e05fb79103bc73c1b24ea273e643d
bc087152668d4a3265cb,e2d573621287952ee9c6342d,neg_cities,508,Nanjing,primary,standard,0,dev,4cfd3705a82322f1d8ced5be3522e08521af3097ad6ce797c7a6855f5a19ae15
3732aa3fb580c2dc3418,aab7c8b258b90658d3e2e18b,neg_cities,509,Nanjing,primary,reversed,1,dev,2d5ecb109dd2ab6f7632ece67e6dbc46d96cab9f3cbaa142130952c3f1b7335a
4982ba85cc522231df70,f083c4dab2a2eae040247752,neg_cities,510,Kaifeng,primary,reversed,0,dev,e7b1967b238e994dfb53a11253b6f5d70fc42fc4109b8651f853931387e08528
0d7fcfcd3ca114c9a319,d3f7efbb9e0ce1b9fcc41836,neg_cities,511,Kaifeng,primary,reversed,1,dev,ad1d9f8a22e1403d2efd0767b894a6bd56cef8694a9b70d178e8c7dd0e4cdc04
9516c7da4fc4b5fdb4ee,f523d6838515c2803a94df8c,neg_cities,512,Heze,primary,reversed,0,train,0374b124ff8813ee6dab621cc3d72e803b402a8369e1abaaefa46aa1b1fe11cd
046d81c531413a76267e,94d56f03378ecf6b60045ffb,neg_cities,513,Heze,primary,standard,1,train,f3d68842b8f2ecd86e19434be7da99187cf213c578ba3137dc4a109d3458e4ff
c41e67f8db2aeccbe664,4c0cf9555f02852ea266716f,neg_cities,514,Sendai,primary,reversed,0,test,2638804227ee146395e14260eacd74521290c9de41306f53082963c5694bc8df
0f7cd93f2a89de633c23,13c1961fa68c2f2df14ab73f,neg_cities,515,Sendai,primary,standard,1,test,d641297f0a84c0c0d540af03356d6fbb6e3999d1b6f4ac43de61779ad37e2fd9
295fa61d4207a168f1fa,2025b228c995187b366cc767,neg_cities,516,Jeonju,primary,standard,0,dev,d1f734b0ce7fba2377cf7ffa5bb1bd685370e4363cf4d039aa70295024bcd121
6707088ce8c5de2fdaa2,8840611b621a99ec09d28711,neg_cities,517,Jeonju,primary,standard,1,dev,5593d2837b53d4a5266a205cdadaa9b684d95aed3dd83a5d3cd3f52c62d0b6e2
1f153f992b0743c4e484,8c82d2c1e96aeb1ad6d11d2e,neg_cities,518,Almaty,primary,standard,0,dev,2a73daa3d258b25ac41ef1b007d69536b1345fe941fb2e97cb9541b5f95853d2
51a054954322ef8327ab,e205e03698aa5abeca9b2302,neg_cities,519,Almaty,primary,reversed,1,dev,a74db02189dcbdfd875a47425a2b2f2d0da32522765ad85a428a748dbec4f5a9
dd0d9eb44f7ad7222d6b,91ea7ed0d925b0d55cecc681,neg_cities,520,Pimpri,primary,standard,0,train,77dbc0bea90d2da9bbaed57d79d138f8cddae3ae060c840e1a23d183056689e9
d6cba6b6ff116ee18581,b39645d8f5f6c033c25008f3,neg_cities,521,Pimpri,primary,reversed,1,train,7753fe8a9115b543a1dcef23e5f7c24f27c727734846a7b5823278763e067690
41044731cc56e9f843e3,46d7cd3033005898f8ae1dbf,neg_cities,522,Navi Mumbai,primary,reversed,0,dev,85d59ef4b06f9b55dc96196846f5d295e30b0775401ccecb1b4ca7d48533acb6
2d67ce87d966a980f11f,0cfd198f81404608659bc060,neg_cities,523,Navi Mumbai,primary,standard,1,dev,71aec1f8142e15317a8e04b87eb67d631f94fa28aa0f139b149b0fc086451e2a
c68214b088aded3d95d2,162cb1ab1ae7554e7c7d0739,neg_cities,524,Novosibirsk,primary,standard,0,train,0768380d2b827fd155a639ca4e6dc9496fe9a20ef71f30868feb0a5d83ae004a
0ea95dfd17fe16934106,7e5d316e1164cade81dac1f4,neg_cities,525,Novosibirsk,primary,reversed,1,train,dd76e7cabe9bda6dc1fab8d72f8901dbc7f007cd81919ef0d54effc80efcf823
70c4b786507f292fe903,159fe6a70b134ea0bdecc179,neg_cities,526,Goeteborg,primary,standard,0,dev,3481f43fe97cbcad31348c185b791b8209bb4353c6ece48b1943bf06d0b31fc6
d8d96821c1c25ee7446a,76475d23f79cab32e1cd7127,neg_cities,527,Goeteborg,primary,standard,1,dev,2ebaf68b48d5e2d702b7d40a8a86f803d590078c0e3d489c07ab4085298e9c6c
4d7137cb3c0e3a97d71c,4f6eb835ab606cd160451d6a,neg_cities,528,Bursa,primary,reversed,0,train,62e2811f34e996436a01bd00e02b60c11ae95f4e05aa4ca9c571525ea79297b0
f612da0b1ba789f8f6c4,590c7451ddb9964487c5e597,neg_cities,529,Bursa,primary,reversed,1,train,97ce15ecb7f80fb1bef86b1a9a02371192995b0cdf8bea15fcdb141b9673d574
626cf9b1d91b73d362ee,a7de664d1bd646ad2172cf05,neg_cities,530,Dar es Salaam,primary,standard,0,train,85699e6723fb824e466355992feba38bbaeacb6d9d6829fd26750b0d875f2869
5c03d11c412a01986031,95f18cefa7f4e56ae059418a,neg_cities,531,Dar es Salaam,primary,reversed,1,train,32a0d5f4142d84579b0239aeb0de1aa79a1b52cab76e3c63abd3ced9719a4b6c
072bd5f69c262f934c21,634291707476b77f82c77b16,neg_cities,532,Mbuji-Mayi,primary,standard,0,train,25eee80633b32422bf2e5ff02350ed8085f448b266f1ea88faa36127c80bd922
152e667d57cd24c035f1,bd4069f92a5d9ed8da585f24,neg_cities,533,Mbuji-Mayi,primary,reversed,1,train,066376c409afe65f3a14aafbd42a21c175e101b1f31c01aed2e1ebc6f9ef59c1
70e8262f9c1234f0a59a,91939310a04e950d284c6212,neg_cities,534,Goiania,primary,reversed,0,train,ba3330197bb2b6d0e2d2b92957047dc5ed99fceb9819d59b554f3959667abc13
fbf42722b7dc52f17ac0,589579613b4fd6e6b787f86f,neg_cities,535,Goiania,primary,reversed,1,train,cdd07970f7709bf5d9bb89b324751183f465734e0a68b291207e73550a6d2bca
118bc8814f67a70212dd,04a04441797385ead15cb0cf,neg_cities,536,Yaroslavl,primary,standard,0,dev,ac867139cbde520416a233ab1dcc76f6d73dd79ddea3036501a995d757b910a4
bea81a40ed0499b5f801,236fa69de990b185d1424d3a,neg_cities,537,Yaroslavl,primary,reversed,1,dev,0c6a993ea1665628c9c1075d3d0605f2fbe19029ea9bfe30f203d084eca3e7a4
c77ef6c5cc625129abc9,dd5444fa1e4bf28900886d25,neg_cities,538,Kigali,primary,reversed,0,train,48ee6c21eabf7c947d1ee96069a1308d1e06d03517a48fcf189018dfd2532609
ec7c153c5bfb8a3ffc04,c75d9ed4727a06d477970c95,neg_cities,539,Kigali,primary,reversed,1,train,fc491a48fd84dd375cf3bd6f5d73bee1412d22029eb17cc20b7f48bad9fb3202
933e6105f60f5279f0d0,df8c5841975acec6d3a544e4,neg_cities,540,Diyarbakir,primary,reversed,0,dev,435b11de0ca1769c4152fcb45a106b1abccfb97878d6a5c0c958d07d4512d5c9
ef36caa9ef2be2532ccf,e772de821c89b43080f4dc87,neg_cities,541,Diyarbakir,primary,standard,1,dev,32de3edd6a3795f54e1b075e3babc854dae582131043060b25fb07283bb0c52a
15de617e1c1d712c1a4c,be39125afcbb658e36706093,neg_cities,542,Tyumen,primary,standard,0,train,774476e9b0d8c2324fae74fc0aec7b63adb1af830f37c0bd078686d0c50b5fcb
29f3944480cce1b551a5,62cecb0eb2a9d38f02248c61,neg_cities,543,Tyumen,primary,standard,1,train,a6d5f620b6934ed54972c81fc88201942b961780f79dd17dd6c027f74757a579
62b960f33267247aed37,e0a9c30a20c2ec0a700891c6,neg_cities,544,Orenburg,primary,standard,0,dev,a879ae84869ab0fdfcfa8e0a8015c967ade6f8dd9851045bab2515c17cf137b6
2884164bf75a4c80349b,2ac4add2f1944fbae2b4d6d2,neg_cities,545,Orenburg,primary,standard,1,dev,3d3a3caa981db2e780f67f72455d7fc9723f20145f714f21b7c3925e5b09a6b7
653ef40504f3f9ccd4c8,cd8bda558d0ac813ea2ce78d,neg_cities,546,Osaka,primary,standard,0,test,d213acc3b17a96282c2dfe12fcd2127745565c4cbe228ff08a546a14e0c20fb0
80bb7d479348daeb39d1,a942db99a337e9cf94b8f37a,neg_cities,547,Osaka,primary,reversed,1,test,48cc3f440f7083f517ca608381e02a6601a9b3d3f1a9e0b9dab2fb026fcba27b
